name,type,category,price,quantity
Product 4325,Clothing,Books & Literature,369.84,96
Product 4326,Home Decor,Books & Literature,340.05,78
Product 4327,Electronics,Home & Garden,469.19,24
Product 4328,Clothing,Books & Literature,53.48,87
Product 4329,Electronics,Electronics & Gadgets,240.05,30
Product 4330,Toys & Games,Books & Literature,192.17,10
Product 4331,Books,Toys & Games,257.65,81
Product 4332,Toys & Games,Books & Literature,179.53,98
Product 4333,Toys & Games,Books & Literature,313.47,13
Product 4334,Clothing,Electronics & Gadgets,64.94,79
Product 4335,Home Decor,Electronics & Gadgets,193.24,37
Product 4336,Books,Apparel & Fashion,225.95,53
Product 4337,Toys & Games,Electronics & Gadgets,149.66,18
Product 4338,Home Decor,Apparel & Fashion,257.93,67
Product 4339,Books,Books & Literature,472.28,75
Product 4340,Clothing,Electronics & Gadgets,145.51,99
Product 4341,Electronics,Apparel & Fashion,188.54,31
Product 4342,Electronics,Books & Literature,203.32,72
Product 4343,Toys & Games,Books & Literature,476.13,10
Product 4344,Home Decor,Apparel & Fashion,462.19,97
Product 4345,Toys & Games,Electronics & Gadgets,405.39,74
Product 4346,Books,Electronics & Gadgets,370.53,48
Product 4347,Books,Home & Garden,186.93,27
Product 4348,Electronics,Toys & Games,423.81,56
Product 4349,Toys & Games,Home & Garden,429.2,60
Product 4350,Electronics,Electronics & Gadgets,171.27,79
Product 4351,Home Decor,Toys & Games,285.3,81
Product 4352,Home Decor,Home & Garden,43.27,9
Product 4353,Toys & Games,Apparel & Fashion,165.69,37
Product 4354,Clothing,Toys & Games,420.29,79
Product 4355,Toys & Games,Books & Literature,45.9,84
Product 4356,Electronics,Electronics & Gadgets,27.44,21
Product 4357,Home Decor,Apparel & Fashion,358.52,26
Product 4358,Electronics,Toys & Games,279.47,60
Product 4359,Clothing,Electronics & Gadgets,278.62,90
Product 4360,Clothing,Electronics & Gadgets,116.13,99
Product 4361,Electronics,Electronics & Gadgets,50.53,35
Product 4362,Electronics,Home & Garden,321.69,35
Product 4363,Electronics,Home & Garden,92.03,18
Product 4364,Electronics,Electronics & Gadgets,152.42,67
Product 4365,Books,Apparel & Fashion,461.99,56
Product 4366,Books,Electronics & Gadgets,38.15,49
Product 4367,Clothing,Home & Garden,322.29,43
Product 4368,Books,Toys & Games,323.57,88
Product 4369,Clothing,Electronics & Gadgets,357.14,34
Product 4370,Books,Apparel & Fashion,401.32,58
Product 4371,Clothing,Books & Literature,53.87,40
Product 4372,Electronics,Toys & Games,161.93,21
Product 4373,Electronics,Books & Literature,233.81,12
Product 4374,Clothing,Toys & Games,81.69,14
Product 4375,Books,Apparel & Fashion,338.74,6
Product 4376,Electronics,Apparel & Fashion,380.73,76
Product 4377,Toys & Games,Toys & Games,229.68,42
Product 4378,Toys & Games,Toys & Games,74.36,89
Product 4379,Home Decor,Electronics & Gadgets,32.82,48
Product 4380,Books,Apparel & Fashion,196.06,88
Product 4381,Clothing,Electronics & Gadgets,439.43,6
Product 4382,Toys & Games,Apparel & Fashion,84.3,8
Product 4383,Books,Toys & Games,461.44,34
Product 4384,Home Decor,Home & Garden,176.48,43
Product 4385,Home Decor,Toys & Games,219.66,14
Product 4386,Home Decor,Toys & Games,127.97,22
Product 4387,Toys & Games,Books & Literature,236.87,18
Product 4388,Toys & Games,Electronics & Gadgets,151.14,80
Product 4389,Home Decor,Apparel & Fashion,239.56,17
Product 4390,Toys & Games,Home & Garden,439.59,62
Product 4391,Home Decor,Apparel & Fashion,262.03,37
Product 4392,Toys & Games,Books & Literature,130.96,57
Product 4393,Toys & Games,Apparel & Fashion,265.28,98
Product 4394,Electronics,Apparel & Fashion,295.75,61
Product 4395,Toys & Games,Books & Literature,204.74,5
Product 4396,Toys & Games,Home & Garden,428.2,86
Product 4397,Home Decor,Apparel & Fashion,494.82,82
Product 4398,Toys & Games,Books & Literature,6.71,75
Product 4399,Books,Toys & Games,182.62,14
Product 4400,Books,Apparel & Fashion,387.14,29
Product 4401,Toys & Games,Electronics & Gadgets,440.48,100
Product 4402,Toys & Games,Toys & Games,291.68,9
Product 4403,Clothing,Home & Garden,134.29,89
Product 4404,Clothing,Toys & Games,27.79,77
Product 4405,Toys & Games,Toys & Games,485.55,36
Product 4406,Books,Electronics & Gadgets,378.17,82
Product 4407,Clothing,Home & Garden,438.93,30
Product 4408,Books,Home & Garden,485.1,55
Product 4409,Electronics,Apparel & Fashion,164.24,17
Product 4410,Electronics,Toys & Games,493.95,89
Product 4411,Toys & Games,Electronics & Gadgets,144.0,39
Product 4412,Clothing,Apparel & Fashion,472.16,40
Product 4413,Electronics,Apparel & Fashion,36.87,29
Product 4414,Clothing,Home & Garden,372.52,65
Product 4415,Electronics,Books & Literature,422.99,21
Product 4416,Toys & Games,Home & Garden,75.46,68
Product 4417,Books,Toys & Games,207.38,57
Product 4418,Home Decor,Electronics & Gadgets,113.55,89
Product 4419,Books,Electronics & Gadgets,194.97,24
Product 4420,Clothing,Apparel & Fashion,11.33,22
Product 4421,Electronics,Toys & Games,130.2,29
Product 4422,Toys & Games,Toys & Games,300.93,65
Product 4423,Home Decor,Toys & Games,232.01,47
Product 4424,Toys & Games,Electronics & Gadgets,45.07,62
Product 4425,Books,Toys & Games,175.55,50
Product 4426,Home Decor,Home & Garden,287.66,90
Product 4427,Books,Books & Literature,120.43,4
Product 4428,Electronics,Books & Literature,390.32,43
Product 4429,Electronics,Books & Literature,298.36,27
Product 4430,Toys & Games,Apparel & Fashion,360.21,17
Product 4431,Toys & Games,Toys & Games,141.38,85
Product 4432,Clothing,Electronics & Gadgets,194.31,31
Product 4433,Toys & Games,Books & Literature,144.18,3
Product 4434,Electronics,Home & Garden,479.93,32
Product 4435,Electronics,Electronics & Gadgets,483.16,28
Product 4436,Clothing,Toys & Games,429.57,86
Product 4437,Clothing,Electronics & Gadgets,399.35,80
Product 4438,Electronics,Home & Garden,108.95,38
Product 4439,Home Decor,Books & Literature,267.09,81
Product 4440,Toys & Games,Home & Garden,249.57,98
Product 4441,Home Decor,Books & Literature,78.5,56
Product 4442,Books,Apparel & Fashion,21.89,32
Product 4443,Books,Home & Garden,58.52,81
Product 4444,Toys & Games,Electronics & Gadgets,11.03,77
Product 4445,Home Decor,Electronics & Gadgets,461.16,54
Product 4446,Toys & Games,Toys & Games,488.95,15
Product 4447,Electronics,Books & Literature,109.43,49
Product 4448,Clothing,Books & Literature,399.13,47
Product 4449,Toys & Games,Home & Garden,489.83,62
Product 4450,Toys & Games,Home & Garden,491.89,50
Product 4451,Clothing,Toys & Games,61.06,23
Product 4452,Clothing,Books & Literature,151.01,12
Product 4453,Toys & Games,Books & Literature,115.82,91
Product 4454,Clothing,Books & Literature,402.51,88
Product 4455,Electronics,Home & Garden,307.72,37
Product 4456,Clothing,Electronics & Gadgets,104.61,79
Product 4457,Clothing,Apparel & Fashion,487.94,73
Product 4458,Home Decor,Books & Literature,147.76,98
Product 4459,Books,Books & Literature,218.3,51
Product 4460,Books,Books & Literature,435.52,57
Product 4461,Home Decor,Toys & Games,490.7,42
Product 4462,Clothing,Home & Garden,83.88,90
Product 4463,Toys & Games,Apparel & Fashion,166.41,6
Product 4464,Home Decor,Toys & Games,333.33,38
Product 4465,Electronics,Books & Literature,456.54,60
Product 4466,Home Decor,Toys & Games,496.47,34
Product 4467,Toys & Games,Apparel & Fashion,134.65,62
Product 4468,Toys & Games,Toys & Games,62.2,87
Product 4469,Electronics,Home & Garden,156.29,92
Product 4470,Toys & Games,Electronics & Gadgets,46.13,9
Product 4471,Toys & Games,Books & Literature,213.26,17
Product 4472,Electronics,Apparel & Fashion,168.22,35
Product 4473,Home Decor,Electronics & Gadgets,253.56,20
Product 4474,Electronics,Toys & Games,470.44,72
Product 4475,Toys & Games,Electronics & Gadgets,436.83,98
Product 4476,Electronics,Electronics & Gadgets,102.58,57
Product 4477,Home Decor,Books & Literature,226.51,76
Product 4478,Clothing,Toys & Games,175.78,92
Product 4479,Toys & Games,Apparel & Fashion,464.25,66
Product 4480,Home Decor,Home & Garden,255.48,98
Product 4481,Clothing,Home & Garden,474.66,42
Product 4482,Home Decor,Home & Garden,16.45,52
Product 4483,Toys & Games,Apparel & Fashion,79.61,52
Product 4484,Home Decor,Apparel & Fashion,70.67,20
Product 4485,Home Decor,Toys & Games,169.39,6
Product 4486,Electronics,Books & Literature,479.05,10
Product 4487,Toys & Games,Home & Garden,483.34,39
Product 4488,Clothing,Apparel & Fashion,68.49,77
Product 4489,Toys & Games,Home & Garden,215.47,10
Product 4490,Electronics,Electronics & Gadgets,402.15,30
Product 4491,Electronics,Toys & Games,445.73,41
Product 4492,Electronics,Home & Garden,131.79,62
Product 4493,Electronics,Home & Garden,79.73,5
Product 4494,Books,Apparel & Fashion,160.15,59
Product 4495,Books,Electronics & Gadgets,411.61,49
Product 4496,Home Decor,Apparel & Fashion,312.98,57
Product 4497,Clothing,Home & Garden,383.8,79
Product 4498,Clothing,Books & Literature,199.27,62
Product 4499,Electronics,Electronics & Gadgets,280.19,53
Product 4500,Toys & Games,Toys & Games,255.45,98
Product 4501,Home Decor,Toys & Games,75.82,37
Product 4502,Electronics,Toys & Games,481.77,98
Product 4503,Books,Toys & Games,327.45,83
Product 4504,Clothing,Toys & Games,325.46,1
Product 4505,Electronics,Toys & Games,14.72,88
Product 4506,Clothing,Apparel & Fashion,41.7,15
Product 4507,Toys & Games,Home & Garden,295.72,83
Product 4508,Books,Home & Garden,276.53,94
Product 4509,Toys & Games,Home & Garden,196.8,26
Product 4510,Clothing,Apparel & Fashion,419.96,29
Product 4511,Books,Books & Literature,214.0,1
Product 4512,Electronics,Books & Literature,15.0,13
Product 4513,Home Decor,Toys & Games,23.83,32
Product 4514,Toys & Games,Home & Garden,228.34,87
Product 4515,Books,Toys & Games,456.97,96
Product 4516,Home Decor,Apparel & Fashion,172.85,67
Product 4517,Electronics,Electronics & Gadgets,137.13,87
Product 4518,Electronics,Apparel & Fashion,376.19,12
Product 4519,Electronics,Home & Garden,426.45,20
Product 4520,Electronics,Apparel & Fashion,365.84,53
Product 4521,Clothing,Books & Literature,404.65,73
Product 4522,Clothing,Electronics & Gadgets,215.5,37
Product 4523,Home Decor,Apparel & Fashion,381.67,81
Product 4524,Electronics,Electronics & Gadgets,418.6,30
Product 4525,Clothing,Toys & Games,156.54,23
Product 4526,Electronics,Electronics & Gadgets,238.55,27
Product 4527,Home Decor,Toys & Games,10.82,41
Product 4528,Books,Electronics & Gadgets,111.16,19
Product 4529,Electronics,Apparel & Fashion,404.53,37
Product 4530,Toys & Games,Home & Garden,376.3,65
Product 4531,Books,Toys & Games,385.63,47
Product 4532,Clothing,Apparel & Fashion,200.41,63
Product 4533,Clothing,Toys & Games,495.89,20
Product 4534,Home Decor,Toys & Games,482.04,98
Product 4535,Home Decor,Home & Garden,41.33,88
Product 4536,Home Decor,Home & Garden,275.74,38
Product 4537,Home Decor,Home & Garden,156.8,10
Product 4538,Toys & Games,Apparel & Fashion,341.34,41
Product 4539,Home Decor,Electronics & Gadgets,308.53,16
Product 4540,Electronics,Toys & Games,347.82,82
Product 4541,Home Decor,Electronics & Gadgets,331.07,41
Product 4542,Clothing,Apparel & Fashion,183.3,52
Product 4543,Toys & Games,Books & Literature,441.85,43
Product 4544,Home Decor,Books & Literature,388.28,89
Product 4545,Electronics,Electronics & Gadgets,146.52,22
Product 4546,Books,Apparel & Fashion,375.6,20
Product 4547,Home Decor,Books & Literature,425.89,51
Product 4548,Clothing,Books & Literature,233.34,62
Product 4549,Clothing,Home & Garden,272.85,71
Product 4550,Home Decor,Toys & Games,394.24,27
Product 4551,Home Decor,Electronics & Gadgets,185.76,87
Product 4552,Electronics,Toys & Games,444.85,47
Product 4553,Electronics,Electronics & Gadgets,353.97,65
Product 4554,Electronics,Books & Literature,170.62,68
Product 4555,Electronics,Apparel & Fashion,321.31,48
Product 4556,Clothing,Electronics & Gadgets,170.9,17
Product 4557,Home Decor,Books & Literature,447.67,7
Product 4558,Toys & Games,Apparel & Fashion,417.93,53
Product 4559,Books,Toys & Games,478.93,47
Product 4560,Electronics,Toys & Games,133.59,82
Product 4561,Toys & Games,Electronics & Gadgets,268.49,52
Product 4562,Home Decor,Toys & Games,54.35,40
Product 4563,Books,Apparel & Fashion,171.24,100
Product 4564,Home Decor,Home & Garden,26.62,40
Product 4565,Home Decor,Books & Literature,301.57,25
Product 4566,Home Decor,Home & Garden,467.98,29
Product 4567,Clothing,Books & Literature,101.2,29
Product 4568,Books,Toys & Games,318.31,81
Product 4569,Electronics,Home & Garden,66.15,43
Product 4570,Electronics,Apparel & Fashion,144.47,70
Product 4571,Electronics,Electronics & Gadgets,92.52,73
Product 4572,Electronics,Books & Literature,155.7,27
Product 4573,Books,Home & Garden,138.59,56
Product 4574,Home Decor,Toys & Games,71.0,72
Product 4575,Toys & Games,Electronics & Gadgets,301.52,47
Product 4576,Electronics,Books & Literature,153.88,60
Product 4577,Toys & Games,Books & Literature,369.25,25
Product 4578,Books,Books & Literature,158.66,18
Product 4579,Home Decor,Electronics & Gadgets,126.92,81
Product 4580,Books,Toys & Games,311.65,74
Product 4581,Home Decor,Books & Literature,9.54,97
Product 4582,Electronics,Home & Garden,246.25,18
Product 4583,Books,Electronics & Gadgets,475.22,12
Product 4584,Toys & Games,Home & Garden,322.89,79
Product 4585,Clothing,Apparel & Fashion,482.49,63
Product 4586,Toys & Games,Apparel & Fashion,31.68,52
Product 4587,Electronics,Electronics & Gadgets,54.28,55
Product 4588,Home Decor,Electronics & Gadgets,155.36,63
Product 4589,Electronics,Toys & Games,260.65,61
Product 4590,Home Decor,Electronics & Gadgets,244.32,63
Product 4591,Clothing,Home & Garden,241.25,3
Product 4592,Toys & Games,Electronics & Gadgets,313.57,27
Product 4593,Clothing,Toys & Games,390.83,99
Product 4594,Home Decor,Apparel & Fashion,233.64,90
Product 4595,Home Decor,Electronics & Gadgets,426.79,36
Product 4596,Toys & Games,Electronics & Gadgets,363.08,24
Product 4597,Toys & Games,Home & Garden,29.23,32
Product 4598,Electronics,Home & Garden,75.86,43
Product 4599,Home Decor,Home & Garden,265.71,75
Product 4600,Toys & Games,Electronics & Gadgets,416.75,79
Product 4601,Books,Toys & Games,157.96,12
Product 4602,Home Decor,Electronics & Gadgets,81.4,29
Product 4603,Toys & Games,Electronics & Gadgets,237.96,72
Product 4604,Home Decor,Books & Literature,95.45,2
Product 4605,Books,Books & Literature,301.36,26
Product 4606,Books,Electronics & Gadgets,293.65,14
Product 4607,Books,Apparel & Fashion,390.24,99
Product 4608,Books,Books & Literature,302.91,95
Product 4609,Toys & Games,Electronics & Gadgets,417.51,23
Product 4610,Home Decor,Electronics & Gadgets,182.29,64
Product 4611,Electronics,Apparel & Fashion,259.28,77
Product 4612,Home Decor,Toys & Games,336.67,30
Product 4613,Books,Home & Garden,60.49,77
Product 4614,Home Decor,Electronics & Gadgets,181.41,85
Product 4615,Books,Apparel & Fashion,51.76,70
Product 4616,Toys & Games,Home & Garden,40.3,28
Product 4617,Clothing,Electronics & Gadgets,168.26,42
Product 4618,Toys & Games,Home & Garden,131.41,70
Product 4619,Toys & Games,Home & Garden,130.83,56
Product 4620,Home Decor,Home & Garden,386.7,93
Product 4621,Electronics,Electronics & Gadgets,298.66,79
Product 4622,Electronics,Books & Literature,296.93,83
Product 4623,Books,Apparel & Fashion,89.71,11
Product 4624,Clothing,Books & Literature,185.45,73
Product 4625,Home Decor,Books & Literature,406.33,48
Product 4626,Books,Home & Garden,285.03,13
Product 4627,Home Decor,Apparel & Fashion,211.38,38
Product 4628,Electronics,Books & Literature,484.18,70
Product 4629,Clothing,Apparel & Fashion,434.21,13
Product 4630,Clothing,Home & Garden,332.29,79
Product 4631,Home Decor,Apparel & Fashion,73.61,34
Product 4632,Clothing,Home & Garden,209.7,42
Product 4633,Electronics,Books & Literature,222.67,39
Product 4634,Books,Apparel & Fashion,362.36,52
Product 4635,Home Decor,Books & Literature,455.18,80
Product 4636,Clothing,Electronics & Gadgets,376.43,25
Product 4637,Clothing,Toys & Games,108.19,71
Product 4638,Clothing,Books & Literature,291.73,31
Product 4639,Electronics,Toys & Games,263.49,17
Product 4640,Electronics,Books & Literature,53.75,19
Product 4641,Toys & Games,Books & Literature,399.59,28
Product 4642,Clothing,Home & Garden,155.42,58
Product 4643,Clothing,Books & Literature,297.75,66
Product 4644,Toys & Games,Toys & Games,226.5,81
Product 4645,Home Decor,Electronics & Gadgets,275.5,40
Product 4646,Books,Electronics & Gadgets,473.97,17
Product 4647,Electronics,Electronics & Gadgets,478.69,71
Product 4648,Toys & Games,Home & Garden,42.96,47
Product 4649,Home Decor,Electronics & Gadgets,260.56,40
Product 4650,Books,Electronics & Gadgets,276.05,73
Product 4651,Home Decor,Apparel & Fashion,157.24,58
Product 4652,Clothing,Toys & Games,212.26,6
Product 4653,Toys & Games,Apparel & Fashion,486.01,62
Product 4654,Toys & Games,Apparel & Fashion,223.1,66
Product 4655,Home Decor,Electronics & Gadgets,224.81,71
Product 4656,Books,Electronics & Gadgets,249.93,63
Product 4657,Electronics,Books & Literature,152.27,76
Product 4658,Clothing,Electronics & Gadgets,121.65,35
Product 4659,Clothing,Books & Literature,358.03,86
Product 4660,Toys & Games,Electronics & Gadgets,151.84,2
Product 4661,Toys & Games,Electronics & Gadgets,179.59,34
Product 4662,Books,Electronics & Gadgets,380.63,34
Product 4663,Electronics,Toys & Games,408.76,24
Product 4664,Clothing,Apparel & Fashion,362.49,71
Product 4665,Books,Home & Garden,360.76,6
Product 4666,Toys & Games,Home & Garden,432.38,98
Product 4667,Clothing,Books & Literature,252.76,70
Product 4668,Electronics,Apparel & Fashion,87.5,92
Product 4669,Toys & Games,Electronics & Gadgets,220.16,55
Product 4670,Books,Books & Literature,195.08,72
Product 4671,Electronics,Books & Literature,213.88,64
Product 4672,Toys & Games,Home & Garden,105.35,20
Product 4673,Toys & Games,Toys & Games,94.34,56
Product 4674,Electronics,Apparel & Fashion,118.49,27
Product 4675,Books,Apparel & Fashion,83.4,76
Product 4676,Clothing,Home & Garden,441.12,93
Product 4677,Toys & Games,Books & Literature,19.95,72
Product 4678,Clothing,Electronics & Gadgets,169.17,60
Product 4679,Clothing,Home & Garden,265.88,5
Product 4680,Clothing,Books & Literature,440.86,72
Product 4681,Clothing,Electronics & Gadgets,498.53,64
Product 4682,Clothing,Toys & Games,460.11,94
Product 4683,Toys & Games,Toys & Games,221.53,87
Product 4684,Home Decor,Books & Literature,216.37,81
Product 4685,Clothing,Toys & Games,374.59,86
Product 4686,Electronics,Electronics & Gadgets,416.17,43
Product 4687,Toys & Games,Home & Garden,491.12,42
Product 4688,Toys & Games,Electronics & Gadgets,210.51,30
Product 4689,Clothing,Toys & Games,437.0,29
Product 4690,Clothing,Apparel & Fashion,23.87,36
Product 4691,Books,Apparel & Fashion,460.91,8
Product 4692,Clothing,Toys & Games,8.18,43
Product 4693,Electronics,Apparel & Fashion,484.21,41
Product 4694,Books,Books & Literature,201.54,16
Product 4695,Home Decor,Home & Garden,316.55,51
Product 4696,Books,Apparel & Fashion,477.11,83
Product 4697,Electronics,Apparel & Fashion,239.97,14
Product 4698,Clothing,Books & Literature,195.01,4
Product 4699,Electronics,Home & Garden,216.25,54
Product 4700,Electronics,Books & Literature,439.23,85
Product 4701,Clothing,Electronics & Gadgets,228.86,25
Product 4702,Clothing,Apparel & Fashion,173.72,45
Product 4703,Toys & Games,Home & Garden,432.69,65
Product 4704,Books,Home & Garden,314.49,31
Product 4705,Books,Home & Garden,143.18,37
Product 4706,Toys & Games,Toys & Games,424.61,54
Product 4707,Electronics,Home & Garden,162.08,50
Product 4708,Home Decor,Electronics & Gadgets,64.55,29
Product 4709,Electronics,Books & Literature,85.22,55
Product 4710,Clothing,Toys & Games,380.98,83
Product 4711,Electronics,Toys & Games,249.96,62
Product 4712,Clothing,Home & Garden,86.8,81
Product 4713,Books,Toys & Games,352.66,39
Product 4714,Clothing,Home & Garden,241.9,56
Product 4715,Electronics,Toys & Games,215.37,77
Product 4716,Toys & Games,Toys & Games,81.67,45
Product 4717,Electronics,Electronics & Gadgets,252.43,82
Product 4718,Clothing,Home & Garden,63.08,93
Product 4719,Electronics,Toys & Games,284.81,78
Product 4720,Home Decor,Home & Garden,310.65,6
Product 4721,Clothing,Books & Literature,183.94,46
Product 4722,Electronics,Books & Literature,63.43,51
Product 4723,Home Decor,Toys & Games,108.46,68
Product 4724,Books,Home & Garden,371.66,94
Product 4725,Home Decor,Apparel & Fashion,243.81,20
Product 4726,Books,Apparel & Fashion,81.37,77
Product 4727,Books,Toys & Games,61.66,88
Product 4728,Clothing,Electronics & Gadgets,458.73,42
Product 4729,Home Decor,Toys & Games,286.0,5
Product 4730,Home Decor,Apparel & Fashion,250.86,11
Product 4731,Books,Books & Literature,478.03,46
Product 4732,Home Decor,Apparel & Fashion,9.35,13
Product 4733,Toys & Games,Apparel & Fashion,422.91,58
Product 4734,Clothing,Home & Garden,108.29,33
Product 4735,Home Decor,Books & Literature,69.12,19
Product 4736,Home Decor,Toys & Games,133.72,79
Product 4737,Home Decor,Toys & Games,105.07,1
Product 4738,Home Decor,Books & Literature,45.99,27
Product 4739,Books,Apparel & Fashion,433.81,26
Product 4740,Toys & Games,Home & Garden,212.2,18
Product 4741,Toys & Games,Home & Garden,249.67,79
Product 4742,Toys & Games,Home & Garden,467.35,4
Product 4743,Toys & Games,Apparel & Fashion,319.05,45
Product 4744,Toys & Games,Apparel & Fashion,482.57,80
Product 4745,Clothing,Electronics & Gadgets,396.49,68
Product 4746,Books,Books & Literature,94.83,87
Product 4747,Toys & Games,Home & Garden,242.15,31
Product 4748,Toys & Games,Toys & Games,72.07,70
Product 4749,Books,Home & Garden,87.3,65
Product 4750,Toys & Games,Toys & Games,48.4,67
Product 4751,Books,Books & Literature,105.67,94
Product 4752,Electronics,Electronics & Gadgets,230.03,55
Product 4753,Books,Apparel & Fashion,339.92,38
Product 4754,Toys & Games,Home & Garden,177.05,74
Product 4755,Toys & Games,Books & Literature,90.9,81
Product 4756,Clothing,Apparel & Fashion,273.36,53
Product 4757,Electronics,Apparel & Fashion,315.48,23
Product 4758,Clothing,Books & Literature,179.97,10
Product 4759,Toys & Games,Toys & Games,399.69,40
Product 4760,Books,Apparel & Fashion,472.04,52
Product 4761,Home Decor,Electronics & Gadgets,340.95,75
Product 4762,Books,Apparel & Fashion,242.56,31
Product 4763,Books,Books & Literature,355.69,79
Product 4764,Clothing,Home & Garden,333.22,96
Product 4765,Books,Apparel & Fashion,118.82,65
Product 4766,Clothing,Books & Literature,349.92,14
Product 4767,Home Decor,Apparel & Fashion,59.34,18
Product 4768,Toys & Games,Home & Garden,476.44,89
Product 4769,Toys & Games,Home & Garden,67.99,77
Product 4770,Toys & Games,Home & Garden,180.69,61
Product 4771,Toys & Games,Apparel & Fashion,157.42,18
Product 4772,Clothing,Books & Literature,234.2,36
Product 4773,Toys & Games,Apparel & Fashion,210.01,41
Product 4774,Electronics,Electronics & Gadgets,377.23,48
Product 4775,Books,Books & Literature,69.03,4
Product 4776,Electronics,Home & Garden,152.09,21
Product 4777,Home Decor,Home & Garden,104.63,45
Product 4778,Toys & Games,Toys & Games,117.34,83
Product 4779,Toys & Games,Books & Literature,360.61,87
Product 4780,Books,Home & Garden,27.78,45
Product 4781,Home Decor,Home & Garden,303.23,32
Product 4782,Books,Toys & Games,379.02,72
Product 4783,Home Decor,Home & Garden,323.93,83
Product 4784,Books,Books & Literature,242.24,78
Product 4785,Toys & Games,Home & Garden,487.49,43
Product 4786,Books,Apparel & Fashion,473.31,36
Product 4787,Toys & Games,Toys & Games,454.3,77
Product 4788,Home Decor,Apparel & Fashion,24.06,50
Product 4789,Toys & Games,Apparel & Fashion,426.25,35
Product 4790,Clothing,Electronics & Gadgets,484.31,22
Product 4791,Home Decor,Electronics & Gadgets,158.99,40
Product 4792,Toys & Games,Books & Literature,276.1,80
Product 4793,Electronics,Toys & Games,204.54,2
Product 4794,Clothing,Home & Garden,339.99,22
Product 4795,Home Decor,Books & Literature,114.69,40
Product 4796,Books,Books & Literature,189.4,66
Product 4797,Electronics,Books & Literature,345.63,19
Product 4798,Electronics,Electronics & Gadgets,452.54,96
Product 4799,Electronics,Electronics & Gadgets,252.88,37
Product 4800,Home Decor,Toys & Games,411.15,93
Product 4801,Toys & Games,Books & Literature,110.36,88
Product 4802,Books,Electronics & Gadgets,421.74,41
Product 4803,Home Decor,Toys & Games,45.28,10
Product 4804,Home Decor,Toys & Games,437.8,45
Product 4805,Toys & Games,Books & Literature,57.83,14
Product 4806,Toys & Games,Books & Literature,157.54,94
Product 4807,Clothing,Books & Literature,233.61,92
Product 4808,Home Decor,Books & Literature,196.55,11
Product 4809,Books,Books & Literature,112.82,69
Product 4810,Books,Toys & Games,21.62,27
Product 4811,Toys & Games,Toys & Games,158.0,56
Product 4812,Home Decor,Toys & Games,145.06,47
Product 4813,Electronics,Apparel & Fashion,41.98,2
Product 4814,Home Decor,Home & Garden,487.62,9
Product 4815,Electronics,Electronics & Gadgets,286.2,2
Product 4816,Electronics,Books & Literature,482.66,63
Product 4817,Books,Electronics & Gadgets,315.8,46
Product 4818,Books,Home & Garden,440.3,27
Product 4819,Books,Home & Garden,193.8,68
Product 4820,Clothing,Toys & Games,388.34,46
Product 4821,Books,Apparel & Fashion,446.41,26
Product 4822,Electronics,Apparel & Fashion,305.63,31
Product 4823,Clothing,Toys & Games,77.99,6
Product 4824,Electronics,Toys & Games,253.87,48
Product 4825,Books,Home & Garden,309.42,55
Product 4826,Home Decor,Books & Literature,463.35,13
Product 4827,Clothing,Apparel & Fashion,367.15,75
Product 4828,Clothing,Home & Garden,214.76,33
Product 4829,Clothing,Home & Garden,155.77,15
Product 4830,Home Decor,Apparel & Fashion,484.65,71
Product 4831,Home Decor,Books & Literature,329.96,63
Product 4832,Books,Electronics & Gadgets,312.25,35
Product 4833,Toys & Games,Apparel & Fashion,338.28,17
Product 4834,Home Decor,Books & Literature,78.56,49
Product 4835,Home Decor,Apparel & Fashion,283.0,86
Product 4836,Clothing,Toys & Games,164.92,21
Product 4837,Home Decor,Toys & Games,123.21,52
Product 4838,Books,Toys & Games,340.29,47
Product 4839,Books,Electronics & Gadgets,393.0,46
Product 4840,Home Decor,Toys & Games,447.45,4
Product 4841,Clothing,Toys & Games,8.6,80
Product 4842,Home Decor,Electronics & Gadgets,396.04,74
Product 4843,Toys & Games,Toys & Games,112.58,2
Product 4844,Toys & Games,Electronics & Gadgets,396.6,91
Product 4845,Clothing,Toys & Games,287.76,19
Product 4846,Books,Home & Garden,202.14,37
Product 4847,Clothing,Toys & Games,191.87,87
Product 4848,Home Decor,Home & Garden,402.9,56
Product 4849,Books,Apparel & Fashion,373.67,69
Product 4850,Toys & Games,Electronics & Gadgets,482.17,41
Product 4851,Books,Apparel & Fashion,390.9,45
Product 4852,Home Decor,Toys & Games,150.57,12
Product 4853,Electronics,Apparel & Fashion,231.73,96
Product 4854,Electronics,Apparel & Fashion,303.55,6
Product 4855,Electronics,Home & Garden,213.37,17
Product 4856,Electronics,Books & Literature,433.59,80
Product 4857,Toys & Games,Toys & Games,128.66,99
Product 4858,Toys & Games,Books & Literature,88.53,38
Product 4859,Clothing,Apparel & Fashion,498.2,47
Product 4860,Toys & Games,Electronics & Gadgets,305.04,80
Product 4861,Toys & Games,Books & Literature,23.71,75
Product 4862,Electronics,Toys & Games,211.48,31
Product 4863,Clothing,Books & Literature,320.76,48
Product 4864,Home Decor,Electronics & Gadgets,288.18,59
Product 4865,Toys & Games,Toys & Games,219.7,92
Product 4866,Books,Apparel & Fashion,301.44,48
Product 4867,Clothing,Toys & Games,483.43,10
Product 4868,Books,Home & Garden,52.88,34
Product 4869,Books,Electronics & Gadgets,394.42,38
